Respondent_ID,Age,Gender,Education,Employment,Monthly_Income,Location,Beer_Consumption_per_week,Satisfaction,Favorite_Flavor,Feedback,Preferred_Drinking_Time,Preferred_Snack_with_Beer,Willing_to_Recommend,Age_group
4181,34,Male,Doctorate,Retired,100000,Baguio,6,3,Stout,Light but not distinctive,Afternoon,Chips,1,25-45
4898,29,Male,Secondary,Employed Part-time,100000,Baguio,1,2,Ale,Perfect for weekends,nan,Nuts,5,25-45
1699,36,Male,Vocational,Employed Full-time,45000,Quezon City,5,3,Pilsner,Too bitter for my taste,Night,Pizza,3,25-45
4946,63,Prefer not to say,Master's,Retired,45000,Baguio,0,4,Ale,Light but not distinctive,Night,Pizza,,Greater than 60
3261,21,Non-binary,Secondary,Self-employed,20000,Makati,7,4,Pilsner,Too bitter for my taste,Night,nan,3,Less than 25
2761,64,Prefer not to say,Bachelor's,Self-employed,35000,Makati,6,1,Pilsner,"Strong flavor, love it",Morning,nan,2,Greater than 60
4903,55,Female,Vocational,Student,10000,Makati,2,1,Stout,Affordable,nan,Chips,2,45-60
3564,21,Male,Master's,Retired,100000,Manila,6,5,Ale,Too bitter for my taste,Afternoon,Pizza,3,Less than 25
986,55,Non-binary,Primary,Employed Part-time,15000,Davao,0,3,Pilsner,,Afternoon,Burger,,45-60
3201,56,Female,Vocational,Student,45000,Manila,3,3,Stout,Affordable,nan,Nuts,4,45-60
2407,35,Female,Vocational,Unemployed,,Manila,7,5,IPA,Too bitter for my taste,Afternoon,Pizza,4,25-45
982,64,Male,Master's,Student,35000,Manila,0,3,Stout,Smooth and refreshing,Morning,Nuts,2,Greater than 60
2747,41,Male,Bachelor's,Unemployed,35000,Davao,2,1,Lager,Affordable,nan,Chips,1,25-45
2678,38,Female,Vocational,Self-employed,20000,Cebu,6,3,Pilsner,"Strong flavor, love it",Afternoon,Nuts,2,25-45
3495,53,Prefer not to say,Bachelor's,Retired,,Quezon City,7,2,Pilsner,Perfect for weekends,Night,nan,1,45-60
3244,64,Prefer not to say,Master's,Retired,45000,Cebu,1,5,nan,Light but not distinctive,Morning,nan,,Greater than 60
3899,62,Male,Vocational,Self-employed,35000,Baguio,2,3,Stout,Affordable,Night,nan,1,Greater than 60
2611,28,Prefer not to say,Doctorate,Employed Full-time,30000,Quezon City,5,2,Ale,Affordable,nan,Burger,4,25-45
4175,52,Female,Primary,Self-employed,30000,Manila,2,2,Stout,Could be creamier,Evening,Burger,3,45-60
1458,64,Prefer not to say,Primary,Self-employed,15000,Baguio,6,2,IPA,"Strong flavor, love it",Evening,nan,5,Greater than 60
1396,50,Female,Secondary,Student,60000,Makati,7,3,Pilsner,Light but not distinctive,Morning,Pizza,1,45-60
265,19,Female,Vocational,Retired,100000,Davao,3,3,Pilsner,Light but not distinctive,nan,Sausages,4,Less than 25
3188,20,Female,Bachelor's,Student,,Quezon City,4,3,Stout,Could be creamier,Night,Sausages,2,Less than 25
930,54,Female,No formal education,Employed Full-time,50000,Cebu,0,5,nan,Affordable,nan,Nuts,2,45-60
3383,30,Prefer not to say,Master's,Employed Full-time,30000,Quezon City,5,5,Lager,Too bitter for my taste,Afternoon,Sausages,1,25-45
4782,26,Male,Secondary,Student,100000,Cebu,5,2,Pilsner,,Afternoon,Sausages,2,25-45
3425,37,Prefer not to say,Bachelor's,Self-employed,45000,Davao,7,3,Stout,Too bitter for my taste,Evening,Pizza,,25-45
247,58,Prefer not to say,Master's,Self-employed,30000,Cebu,2,3,Lager,Smooth and refreshing,Morning,nan,2,45-60
3971,49,Prefer not to say,Master's,Employed Part-time,10000,Quezon City,0,1,Pilsner,Too bitter for my taste,nan,Sausages,5,45-60
1759,49,Female,Vocational,Employed Part-time,30000,Manila,6,5,IPA,Light but not distinctive,Morning,Burger,3,45-60
3099,63,Female,Doctorate,Student,50000,Manila,5,2,IPA,Could be creamier,Night,Chips,2,Greater than 60
924,25,Female,Bachelor's,Retired,50000,Cebu,0,1,nan,Affordable,Afternoon,Sausages,1,25-45
3493,28,Prefer not to say,Primary,Employed Part-time,25000,Makati,6,2,Lager,Too bitter for my taste,Evening,Chips,,25-45
269,54,Male,Vocational,Employed Full-time,10000,Baguio,6,4,Ale,Affordable,Morning,Nuts,5,45-60
670,35,Female,Bachelor's,Unemployed,60000,Davao,6,2,IPA,Smooth and refreshing,Morning,Burger,5,25-45
3017,64,Male,Bachelor's,Employed Part-time,45000,Quezon City,6,5,nan,Smooth and refreshing,Afternoon,nan,5,Greater than 60
1911,59,Prefer not to say,Doctorate,Unemployed,15000,Baguio,0,3,Stout,"Strong flavor, love it",Afternoon,Sausages,,45-60
3296,40,Non-binary,No formal education,Employed Full-time,25000,Manila,5,1,Pilsner,"Strong flavor, love it",nan,nan,,25-45
1153,26,Prefer not to say,Doctorate,Unemployed,15000,Davao,4,1,Stout,Could be creamier,Afternoon,Burger,,25-45
3820,45,Male,Primary,Retired,30000,Makati,5,4,Ale,Perfect for weekends,nan,Nuts,2,25-45
4455,35,Male,Master's,Employed Full-time,40000,Manila,7,2,nan,Too bitter for my taste,Morning,Nuts,4,25-45
1782,55,Female,No formal education,Retired,35000,Baguio,7,1,Lager,Too bitter for my taste,Afternoon,nan,4,45-60
2308,31,Non-binary,Doctorate,Retired,35000,Manila,4,4,Ale,Could be creamier,Morning,Pizza,3,25-45
2388,25,Female,No formal education,Employed Part-time,40000,Quezon City,5,3,Lager,Too bitter for my taste,Afternoon,Sausages,5,25-45
3299,29,Non-binary,Secondary,Employed Part-time,60000,Cebu,7,3,Stout,Light but not distinctive,nan,Burger,2,25-45
1916,40,Non-binary,Bachelor's,Self-employed,45000,Manila,6,2,nan,Smooth and refreshing,Morning,Burger,4,25-45
613,19,Female,No formal education,Student,,Cebu,5,2,Ale,,Night,Chips,,Less than 25
2648,36,Male,Primary,Self-employed,10000,Baguio,5,2,IPA,Affordable,Evening,nan,,25-45
2268,32,Non-binary,Primary,Unemployed,50000,Davao,3,5,nan,Too bitter for my taste,Night,Burger,5,25-45
3902,62,Male,Vocational,Self-employed,20000,Manila,2,5,nan,Perfect for weekends,Evening,Sausages,3,Greater than 60
1899,37,Prefer not to say,Bachelor's,Unemployed,40000,Baguio,0,5,Pilsner,nan,Night,Nuts,,25-45
1650,36,Non-binary,Primary,Student,15000,Makati,4,3,nan,,Evening,Nuts,5,25-45
4910,47,Prefer not to say,Doctorate,Student,50000,Makati,4,2,Pilsner,Light but not distinctive,Night,Pizza,4,45-60
259,47,Non-binary,Secondary,Retired,10000,Davao,4,1,Stout,Too bitter for my taste,Morning,Pizza,3,45-60
848,18,Non-binary,Vocational,Student,40000,Makati,6,5,Pilsner,nan,Morning,nan,4,Less than 25
4885,62,Prefer not to say,Bachelor's,Self-employed,35000,Davao,2,1,Stout,Light but not distinctive,Afternoon,Burger,,Greater than 60
1234,45,Prefer not to say,Vocational,Student,35000,Baguio,1,4,Pilsner,,nan,Sausages,,25-45
1128,40,Prefer not to say,Secondary,Retired,50000,Cebu,4,1,Lager,"Strong flavor, love it",Evening,Burger,2,25-45
2719,30,Male,Bachelor's,Unemployed,,Manila,5,3,Lager,nan,Night,Nuts,3,25-45
1968,59,Prefer not to say,Master's,Self-employed,30000,Makati,0,2,IPA,Could be creamier,Afternoon,Burger,2,45-60
559,34,Female,Doctorate,Student,45000,Cebu,4,5,IPA,Smooth and refreshing,Night,nan,,25-45
905,43,Male,Doctorate,Retired,15000,Manila,5,2,nan,Too bitter for my taste,Evening,Pizza,1,25-45
485,18,Male,Master's,Retired,40000,Cebu,6,5,Lager,Could be creamier,Afternoon,Burger,,Less than 25
2212,28,Male,No formal education,Retired,20000,Cebu,2,4,Pilsner,nan,nan,Sausages,2,25-45
1321,40,Male,Secondary,Unemployed,20000,Baguio,5,5,Lager,Light but not distinctive,Night,Pizza,2,25-45
2706,61,Male,Bachelor's,Retired,60000,Baguio,4,1,Stout,Could be creamier,Night,Burger,5,Greater than 60
8,36,Female,Vocational,Employed Full-time,,Quezon City,2,1,IPA,"Strong flavor, love it",Morning,Burger,2,25-45
2316,20,Male,Secondary,Retired,20000,Makati,0,4,Lager,Could be creamier,Night,Chips,3,Less than 25
3623,34,Non-binary,Vocational,Student,40000,Cebu,5,1,nan,,Evening,Burger,,25-45
3708,57,Female,Secondary,Unemployed,50000,Davao,0,4,Ale,Smooth and refreshing,Night,Burger,5,45-60
1451,42,Female,Master's,Employed Full-time,10000,Quezon City,1,3,IPA,Perfect for weekends,nan,Sausages,5,25-45
1202,43,Prefer not to say,Master's,Student,50000,Manila,4,4,nan,Light but not distinctive,nan,Nuts,5,25-45
1815,24,Non-binary,Doctorate,Self-employed,,Baguio,7,4,Ale,Too bitter for my taste,Night,Nuts,2,Less than 25
774,18,Female,Doctorate,Employed Full-time,25000,Makati,0,5,IPA,Light but not distinctive,Evening,Sausages,1,Less than 25
2275,43,Non-binary,No formal education,Retired,60000,Makati,2,4,Lager,Light but not distinctive,Evening,Burger,2,25-45
1012,41,Non-binary,Primary,Student,30000,Manila,7,4,Ale,Smooth and refreshing,Night,Sausages,4,25-45
3107,18,Female,Vocational,Unemployed,30000,Quezon City,7,2,nan,Could be creamier,Evening,Sausages,5,Less than 25
2869,37,Female,Vocational,Unemployed,,Cebu,7,3,Stout,Could be creamier,Afternoon,Pizza,1,25-45
1992,58,Male,Primary,Unemployed,100000,Cebu,6,4,Lager,Affordable,nan,nan,1,45-60
1278,54,Non-binary,Vocational,Employed Full-time,45000,Quezon City,0,1,nan,,Afternoon,Pizza,2,45-60
1784,51,Female,Vocational,Employed Full-time,40000,Manila,7,1,Ale,,Night,Sausages,4,45-60
3434,27,Non-binary,Master's,Self-employed,60000,Baguio,1,3,nan,Smooth and refreshing,Evening,Nuts,2,25-45
447,33,Male,Secondary,Unemployed,30000,Quezon City,3,5,Stout,Smooth and refreshing,nan,Burger,,25-45
881,19,Non-binary,Secondary,Student,45000,Quezon City,4,4,nan,Too bitter for my taste,Night,Pizza,,Less than 25
4687,29,Prefer not to say,Primary,Self-employed,30000,Davao,0,1,Stout,Light but not distinctive,nan,Pizza,3,25-45
782,32,Prefer not to say,Secondary,Self-employed,30000,Davao,3,4,Pilsner,nan,Morning,Burger,2,25-45
1750,34,Female,Doctorate,Unemployed,50000,Quezon City,3,1,nan,Smooth and refreshing,nan,Nuts,5,25-45
3750,64,Non-binary,Secondary,Employed Full-time,30000,Davao,4,3,IPA,Affordable,Morning,Chips,3,Greater than 60
3245,31,Prefer not to say,Master's,Employed Part-time,,Manila,7,4,Pilsner,,Evening,Pizza,1,25-45
2424,19,Female,Doctorate,Self-employed,,Baguio,2,3,nan,"Strong flavor, love it",Morning,nan,1,Less than 25
4538,23,Non-binary,Vocational,Employed Part-time,35000,Cebu,4,2,Ale,Perfect for weekends,Morning,Sausages,1,Less than 25
884,31,Prefer not to say,Master's,Student,15000,Quezon City,1,1,IPA,Smooth and refreshing,Evening,Pizza,5,25-45
3973,42,Male,No formal education,Student,40000,Quezon City,2,4,Pilsner,Affordable,nan,Sausages,1,25-45
1092,27,Non-binary,Vocational,Employed Full-time,50000,Quezon City,5,5,IPA,Too bitter for my taste,Evening,Pizza,3,25-45
3559,64,Female,Vocational,Retired,15000,Manila,4,2,IPA,Too bitter for my taste,Evening,Nuts,,Greater than 60
3859,64,Prefer not to say,No formal education,Unemployed,35000,Makati,7,1,Pilsner,,Afternoon,Burger,2,Greater than 60
532,28,Male,Vocational,Unemployed,25000,Quezon City,0,1,nan,Smooth and refreshing,Morning,Nuts,2,25-45
3008,39,Prefer not to say,Secondary,Self-employed,40000,Manila,7,5,Pilsner,Too bitter for my taste,Night,Burger,4,25-45
2439,39,Female,Bachelor's,Unemployed,30000,Davao,6,3,Lager,"Strong flavor, love it",nan,Nuts,3,25-45
4265,54,Non-binary,Vocational,Self-employed,40000,Quezon City,3,3,Lager,Perfect for weekends,Morning,Chips,4,45-60
3672,33,Male,Bachelor's,Employed Full-time,35000,Quezon City,3,3,Ale,Smooth and refreshing,Morning,Nuts,,25-45
4307,28,Prefer not to say,Doctorate,Employed Part-time,,Davao,5,5,IPA,Perfect for weekends,Morning,Pizza,2,25-45
2291,64,Female,Master's,Student,100000,Baguio,6,3,Pilsner,Light but not distinctive,Night,Chips,3,Greater than 60
1728,64,Male,Master's,Self-employed,60000,Cebu,7,5,Lager,Could be creamier,Morning,nan,5,Greater than 60
611,26,Female,Secondary,Self-employed,45000,Makati,0,4,nan,Affordable,Afternoon,Chips,5,25-45
571,24,Female,Master's,Student,30000,Manila,1,3,IPA,Perfect for weekends,Afternoon,Nuts,3,Less than 25
2943,26,Male,Master's,Retired,40000,Davao,6,1,nan,Affordable,Afternoon,Pizza,,25-45
3347,46,Female,Bachelor's,Unemployed,,Quezon City,4,2,Lager,Too bitter for my taste,Evening,Pizza,2,45-60
344,46,Prefer not to say,Bachelor's,Unemployed,,Davao,6,4,Pilsner,"Strong flavor, love it",Night,Chips,,45-60
3964,64,Prefer not to say,Doctorate,Student,35000,Makati,2,4,IPA,"Strong flavor, love it",Evening,Pizza,3,Greater than 60
3472,45,Non-binary,No formal education,Unemployed,25000,Makati,2,2,Ale,Perfect for weekends,Night,Nuts,3,25-45
435,40,Female,Doctorate,Student,50000,Baguio,1,5,IPA,nan,nan,nan,5,25-45
1904,33,Prefer not to say,Secondary,Self-employed,30000,Manila,2,1,nan,nan,Evening,Nuts,1,25-45
98,41,Female,Secondary,Student,,Manila,5,1,Lager,nan,Night,Sausages,2,25-45
2973,20,Female,No formal education,Student,15000,Quezon City,5,4,Lager,Too bitter for my taste,Morning,Burger,5,Less than 25
2070,46,Non-binary,Secondary,Student,25000,Manila,4,1,Lager,Could be creamier,Morning,Chips,3,45-60
1538,47,Non-binary,Master's,Self-employed,20000,Baguio,0,4,Pilsner,Affordable,Morning,Chips,1,45-60
2482,63,Non-binary,Master's,Employed Full-time,35000,Makati,3,1,Ale,Light but not distinctive,Afternoon,Burger,2,Greater than 60
2581,34,Prefer not to say,Master's,Retired,15000,Baguio,2,2,IPA,Light but not distinctive,nan,Pizza,3,25-45
1518,30,Prefer not to say,Primary,Retired,30000,Davao,7,2,Pilsner,Affordable,Evening,Burger,1,25-45
966,19,Non-binary,Doctorate,Employed Full-time,,Baguio,7,1,Ale,Perfect for weekends,Afternoon,nan,,Less than 25
4631,18,Prefer not to say,Bachelor's,Employed Part-time,25000,Quezon City,6,2,Lager,Too bitter for my taste,Morning,Nuts,5,Less than 25
529,24,Non-binary,Primary,Employed Part-time,50000,Quezon City,5,1,Lager,"Strong flavor, love it",Night,Burger,3,Less than 25
177,42,Female,No formal education,Retired,,Cebu,6,3,nan,Smooth and refreshing,Afternoon,Chips,2,25-45
3853,50,Male,Primary,Employed Part-time,30000,Davao,7,2,nan,nan,Morning,Burger,2,45-60
4513,39,Prefer not to say,Primary,Employed Part-time,20000,Cebu,3,1,Stout,nan,Afternoon,Pizza,1,25-45
573,31,Non-binary,Primary,Self-employed,100000,Quezon City,0,3,Stout,Smooth and refreshing,Evening,Burger,1,25-45
3371,58,Non-binary,Doctorate,Student,15000,Baguio,6,5,Ale,Affordable,Night,Sausages,1,45-60
3880,61,Non-binary,Bachelor's,Self-employed,25000,Quezon City,3,4,Lager,Perfect for weekends,nan,Chips,,Greater than 60
4367,41,Female,Vocational,Employed Part-time,30000,Baguio,5,3,Lager,Too bitter for my taste,Afternoon,Sausages,,25-45
4278,29,Non-binary,Primary,Retired,50000,Makati,5,2,Pilsner,Affordable,Morning,nan,4,25-45
2375,22,Female,No formal education,Student,50000,Manila,2,3,Stout,,Morning,Pizza,3,Less than 25
3549,59,Male,Secondary,Student,35000,Baguio,1,1,Pilsner,Smooth and refreshing,Evening,Pizza,2,45-60
2846,36,Male,No formal education,Employed Part-time,25000,Manila,5,2,nan,Could be creamier,Afternoon,Burger,4,25-45
2209,32,Male,No formal education,Employed Part-time,30000,Quezon City,3,5,Lager,Could be creamier,nan,Sausages,3,25-45
4712,47,Female,Vocational,Employed Full-time,50000,Makati,2,3,Pilsner,nan,Night,Sausages,2,45-60
4597,34,Prefer not to say,Bachelor's,Employed Full-time,45000,Baguio,4,5,Stout,Smooth and refreshing,Night,nan,3,25-45
384,24,Non-binary,Secondary,Student,20000,Manila,0,4,Lager,Could be creamier,Night,Pizza,5,Less than 25
853,63,Non-binary,No formal education,Employed Part-time,35000,Cebu,7,5,Ale,Could be creamier,Evening,Burger,1,Greater than 60
1881,51,Prefer not to say,Secondary,Employed Part-time,15000,Manila,6,5,Stout,Affordable,Afternoon,Pizza,2,45-60
371,34,Non-binary,Doctorate,Unemployed,60000,Baguio,0,1,Pilsner,"Strong flavor, love it",nan,Nuts,2,25-45
2615,25,Female,Vocational,Employed Full-time,25000,Davao,3,1,Pilsner,nan,Morning,Nuts,1,25-45
3394,29,Female,Secondary,Retired,10000,Manila,3,2,Lager,"Strong flavor, love it",nan,Sausages,3,25-45
4540,34,Female,Doctorate,Retired,40000,Manila,3,1,Pilsner,,nan,Nuts,2,25-45
1106,22,Male,Master's,Employed Full-time,60000,Manila,3,4,Lager,"Strong flavor, love it",nan,Sausages,1,Less than 25
2834,41,Male,Vocational,Unemployed,60000,Baguio,0,2,Stout,Smooth and refreshing,Evening,Burger,3,25-45
2362,40,Male,No formal education,Employed Part-time,10000,Manila,5,1,Pilsner,"Strong flavor, love it",Morning,Nuts,,25-45
4229,62,Prefer not to say,No formal education,Unemployed,20000,Davao,0,2,Lager,,Evening,Chips,4,Greater than 60
1337,43,Female,Primary,Employed Part-time,40000,Cebu,0,4,Ale,Affordable,nan,Pizza,2,25-45
2190,22,Non-binary,Vocational,Employed Part-time,45000,Cebu,6,2,Pilsner,"Strong flavor, love it",Morning,Nuts,,Less than 25
4823,46,Male,No formal education,Employed Full-time,40000,Manila,3,2,IPA,,Morning,Pizza,,45-60
4536,49,Male,No formal education,Employed Part-time,45000,Baguio,3,1,IPA,Affordable,nan,Pizza,,45-60
3675,46,Female,Master's,Self-employed,30000,Manila,6,2,Ale,Smooth and refreshing,Night,Pizza,5,45-60
4522,18,Non-binary,Vocational,Employed Part-time,100000,Manila,6,2,Lager,Light but not distinctive,Evening,Nuts,1,Less than 25
1172,38,Prefer not to say,No formal education,Student,50000,Davao,3,5,Pilsner,Smooth and refreshing,Afternoon,Sausages,,25-45
2857,53,Non-binary,Master's,Retired,20000,Cebu,1,3,IPA,"Strong flavor, love it",Afternoon,Nuts,4,45-60
2969,54,Prefer not to say,Doctorate,Self-employed,35000,Manila,3,1,IPA,Light but not distinctive,Evening,Nuts,1,45-60
1423,54,Prefer not to say,Vocational,Unemployed,,Quezon City,3,1,nan,,Evening,Sausages,5,45-60
2576,35,Male,Doctorate,Student,60000,Davao,3,4,nan,"Strong flavor, love it",Evening,Burger,3,25-45
4581,27,Male,Secondary,Retired,,Makati,5,2,Lager,Could be creamier,Morning,Sausages,4,25-45
4366,21,Female,Primary,Self-employed,35000,Cebu,4,4,Pilsner,,Evening,Chips,2,Less than 25
1465,43,Male,Vocational,Self-employed,60000,Cebu,7,2,nan,Light but not distinctive,Evening,Chips,,25-45
875,31,Female,Primary,Employed Part-time,40000,Baguio,5,1,Ale,Too bitter for my taste,Evening,nan,5,25-45
2298,39,Prefer not to say,Master's,Retired,25000,Makati,5,2,nan,Light but not distinctive,Evening,Sausages,5,25-45
3380,63,Prefer not to say,Bachelor's,Student,100000,Makati,6,1,nan,Could be creamier,Night,Burger,1,Greater than 60
4557,60,Non-binary,Vocational,Student,50000,Manila,4,4,Pilsner,Too bitter for my taste,Morning,Chips,3,45-60
1252,49,Non-binary,No formal education,Employed Part-time,,Quezon City,6,5,nan,Too bitter for my taste,Night,Chips,2,45-60
2618,40,Non-binary,Secondary,Student,60000,Davao,1,2,Stout,Smooth and refreshing,Evening,Burger,,25-45
841,22,Prefer not to say,Doctorate,Employed Part-time,15000,Makati,6,2,Stout,,Night,Chips,5,Less than 25
4413,50,Non-binary,No formal education,Retired,35000,Baguio,7,5,nan,Smooth and refreshing,nan,Nuts,4,45-60
582,38,Prefer not to say,Primary,Employed Part-time,40000,Baguio,6,3,Lager,Light but not distinctive,Evening,Pizza,,25-45
205,34,Female,Doctorate,Student,50000,Davao,1,3,Lager,Affordable,Morning,Chips,2,25-45
1642,51,Male,Vocational,Retired,40000,Manila,1,3,Lager,Too bitter for my taste,Afternoon,Pizza,1,45-60
2015,48,Non-binary,Bachelor's,Unemployed,20000,Manila,7,2,Ale,nan,nan,Pizza,5,45-60
906,61,Non-binary,Master's,Employed Full-time,100000,Makati,6,4,Ale,Light but not distinctive,nan,Nuts,3,Greater than 60
632,61,Male,Vocational,Self-employed,25000,Baguio,6,1,IPA,nan,Morning,Pizza,5,Greater than 60
4610,60,Prefer not to say,Bachelor's,Student,30000,Makati,1,1,Ale,Light but not distinctive,Night,Burger,2,45-60
1975,32,Prefer not to say,No formal education,Self-employed,15000,Quezon City,3,3,Ale,Affordable,Morning,Chips,1,25-45
163,39,Non-binary,Master's,Unemployed,10000,Makati,7,1,Stout,Smooth and refreshing,Night,Chips,,25-45
4853,34,Prefer not to say,No formal education,Employed Full-time,35000,Quezon City,1,4,nan,"Strong flavor, love it",nan,Burger,2,25-45
4103,40,Non-binary,Primary,Employed Full-time,60000,Manila,6,3,Pilsner,Perfect for weekends,nan,Pizza,5,25-45
4723,53,Female,Primary,Retired,40000,Baguio,6,1,nan,,Night,Nuts,4,45-60
3130,46,Male,Bachelor's,Retired,30000,Makati,1,4,IPA,"Strong flavor, love it",Afternoon,nan,1,45-60
618,36,Prefer not to say,Bachelor's,Retired,60000,Manila,3,3,IPA,Smooth and refreshing,nan,nan,3,25-45
876,43,Prefer not to say,Secondary,Unemployed,40000,Baguio,7,1,nan,"Strong flavor, love it",nan,Nuts,5,25-45
1432,61,Male,No formal education,Student,35000,Quezon City,3,4,IPA,Could be creamier,Afternoon,Pizza,1,Greater than 60
548,41,Female,No formal education,Self-employed,60000,Makati,6,4,Stout,"Strong flavor, love it",Night,Chips,,25-45
4775,46,Prefer not to say,Primary,Employed Part-time,45000,Makati,0,5,nan,Perfect for weekends,Night,Nuts,1,45-60
4435,40,Non-binary,Secondary,Unemployed,25000,Manila,1,4,Stout,Could be creamier,Afternoon,Chips,3,25-45
4379,57,Prefer not to say,Vocational,Student,20000,Cebu,2,3,nan,"Strong flavor, love it",Night,Chips,5,45-60
3617,29,Non-binary,Secondary,Unemployed,40000,Manila,5,3,Ale,"Strong flavor, love it",nan,Sausages,,25-45
4289,44,Male,Primary,Retired,60000,Quezon City,4,4,IPA,nan,Morning,Pizza,,25-45
1862,49,Male,No formal education,Self-employed,,Davao,1,4,Ale,,Morning,Sausages,2,45-60
641,30,Prefer not to say,Master's,Unemployed,50000,Makati,6,3,Pilsner,Smooth and refreshing,Night,Pizza,3,25-45
3897,50,Prefer not to say,Primary,Employed Full-time,100000,Davao,4,2,nan,Light but not distinctive,nan,Sausages,4,45-60
638,56,Non-binary,Doctorate,Retired,40000,Makati,6,2,Lager,Smooth and refreshing,Evening,nan,1,45-60
3889,48,Prefer not to say,Doctorate,Employed Part-time,30000,Davao,6,5,Lager,Light but not distinctive,nan,Nuts,3,45-60
3825,26,Non-binary,Master's,Employed Full-time,45000,Manila,0,2,Ale,Light but not distinctive,Afternoon,Pizza,2,25-45
2309,30,Male,Doctorate,Employed Full-time,40000,Quezon City,3,5,IPA,Perfect for weekends,nan,Sausages,5,25-45
3297,64,Prefer not to say,Doctorate,Unemployed,35000,Davao,3,4,IPA,Affordable,Afternoon,nan,3,Greater than 60
2097,60,Non-binary,Master's,Unemployed,25000,Cebu,6,3,Lager,Could be creamier,Evening,Chips,2,45-60
4936,25,Female,Doctorate,Self-employed,50000,Cebu,4,5,Pilsner,Smooth and refreshing,Night,Chips,2,25-45
3399,45,Female,Primary,Unemployed,60000,Davao,0,2,Pilsner,,Afternoon,Chips,5,25-45
3131,26,Prefer not to say,Secondary,Self-employed,100000,Davao,0,5,Ale,Perfect for weekends,Afternoon,Chips,3,25-45
922,51,Female,Vocational,Self-employed,10000,Davao,2,2,nan,Too bitter for my taste,Night,Nuts,5,45-60
547,49,Female,Primary,Retired,15000,Makati,2,4,Ale,Could be creamier,Afternoon,Burger,1,45-60
4054,28,Male,Master's,Student,15000,Davao,1,1,Pilsner,Affordable,Morning,Pizza,4,25-45
1901,24,Male,Bachelor's,Unemployed,40000,Manila,3,2,Ale,nan,Afternoon,nan,2,Less than 25
2029,37,Non-binary,No formal education,Self-employed,20000,Cebu,6,2,Stout,Perfect for weekends,Night,Burger,5,25-45
2302,45,Male,Secondary,Retired,25000,Cebu,5,1,nan,Light but not distinctive,Evening,Nuts,4,25-45
1886,20,Prefer not to say,Master's,Employed Part-time,60000,Davao,2,1,Pilsner,nan,Evening,Sausages,2,Less than 25
1643,57,Female,Bachelor's,Employed Part-time,15000,Manila,4,1,Lager,"Strong flavor, love it",Evening,Sausages,4,45-60
3881,58,Male,Secondary,Unemployed,,Makati,6,3,Pilsner,nan,Night,Sausages,1,45-60
2098,27,Female,Primary,Employed Full-time,50000,Makati,5,5,Ale,Affordable,Night,Pizza,5,25-45
4575,20,Prefer not to say,Vocational,Employed Part-time,60000,Quezon City,2,4,Ale,Could be creamier,Evening,Burger,4,Less than 25
3939,52,Non-binary,No formal education,Retired,100000,Makati,7,4,nan,Affordable,Morning,Nuts,2,45-60
4934,50,Female,Secondary,Student,10000,Manila,7,1,nan,nan,nan,nan,3,45-60
837,46,Female,Doctorate,Unemployed,45000,Quezon City,6,4,Ale,nan,Night,Burger,1,45-60
602,27,Non-binary,Bachelor's,Retired,15000,Makati,1,5,Ale,,nan,Chips,2,25-45
2185,45,Male,Vocational,Unemployed,25000,Baguio,5,4,Pilsner,Light but not distinctive,Afternoon,Nuts,1,25-45
4185,37,Prefer not to say,Vocational,Unemployed,40000,Cebu,7,5,Ale,"Strong flavor, love it",Afternoon,nan,1,25-45
4984,39,Male,Bachelor's,Student,45000,Manila,6,4,IPA,Smooth and refreshing,Afternoon,nan,3,25-45
4523,62,Prefer not to say,Doctorate,Student,60000,Baguio,3,4,Lager,Light but not distinctive,Afternoon,nan,,Greater than 60
1583,40,Female,Master's,Employed Full-time,45000,Cebu,7,5,IPA,Smooth and refreshing,Evening,Chips,3,25-45
4482,58,Prefer not to say,Primary,Self-employed,100000,Makati,0,1,Ale,Could be creamier,Morning,Sausages,5,45-60
3003,18,Female,No formal education,Student,45000,Davao,6,5,Pilsner,Too bitter for my taste,nan,Burger,5,Less than 25
1071,20,Prefer not to say,Primary,Student,,Baguio,3,1,Ale,Could be creamier,Evening,nan,5,Less than 25
1776,37,Prefer not to say,Master's,Unemployed,25000,Quezon City,4,2,nan,Affordable,Afternoon,Sausages,1,25-45
4616,32,Male,No formal education,Self-employed,100000,Quezon City,5,2,Stout,nan,nan,nan,5,25-45
1284,27,Non-binary,Vocational,Employed Part-time,45000,Cebu,1,5,Stout,Perfect for weekends,Night,Burger,3,25-45
3372,34,Female,Bachelor's,Employed Full-time,50000,Quezon City,0,5,Stout,Could be creamier,Afternoon,Chips,,25-45
3619,28,Non-binary,Vocational,Employed Part-time,35000,Cebu,4,1,nan,Could be creamier,Evening,Chips,2,25-45
4994,52,Male,Vocational,Employed Full-time,25000,Manila,4,4,IPA,Too bitter for my taste,nan,Burger,2,45-60
1837,55,Prefer not to say,No formal education,Student,100000,Makati,5,1,Lager,Could be creamier,Night,Chips,,45-60
4559,59,Male,Vocational,Employed Part-time,50000,Baguio,3,5,Pilsner,Light but not distinctive,nan,Nuts,1,45-60
1020,28,Non-binary,Secondary,Unemployed,15000,Davao,7,2,nan,Light but not distinctive,Afternoon,Burger,2,25-45
